  -8.0000000e+01  -1.2593573e-01
  -7.8383838e+01   1.0002592e-01
  -7.6767677e+01  -2.2397399e-02
  -7.5151515e+01   2.6975868e-02
  -7.3535354e+01   8.5883718e-02
  -7.1919192e+01   3.8772740e-02
  -7.0303030e+01   3.6045467e-02
  -6.8686869e+01   7.3227661e-02
  -6.7070707e+01   9.6436495e-02
  -6.5454545e+01  -1.1573670e-02
  -6.3838384e+01   8.6250744e-02
  -6.2222222e+01   1.1720173e-01
  -6.0606061e+01   9.7832478e-02
  -5.8989899e+01  -8.3087781e-02
  -5.7373737e+01   1.9119177e-01
  -5.5757576e+01  -1.9616912e-02
  -5.4141414e+01   2.8764796e-01
  -5.2525253e+01   3.6487303e-02
  -5.0909091e+01   9.1029199e-02
  -4.9292929e+01   2.3317552e-01
  -4.7676768e+01   6.3285990e-04
  -4.6060606e+01   1.9602432e-01
  -4.4444444e+01   2.3744880e-01
  -4.2828283e+01   2.3297804e-01
  -4.1212121e+01   1.2286960e-01
  -3.9595960e+01   2.5860634e-01
  -3.7979798e+01   1.3376038e-01
  -3.6363636e+01   2.8132761e-01
  -3.4747475e+01   2.1708645e-01
  -3.3131313e+01   3.1305621e-01
  -3.1515152e+01   2.3540395e-01
  -2.9898990e+01   3.8206768e-01
  -2.8282828e+01   3.1616136e-01
  -2.6666667e+01   3.0549452e-01
  -2.5050505e+01   1.9596374e-01
  -2.3434343e+01   4.9006483e-01
  -2.1818182e+01   6.4358055e-01
  -2.0202020e+01   4.4109648e-01
  -1.8585859e+01   6.6743810e-01
  -1.6969697e+01   5.3186444e-01
  -1.5353535e+01   4.9560448e-01
  -1.3737374e+01   6.1115064e-01
  -1.2121212e+01   5.8754865e-01
  -1.0505051e+01   7.2260975e-01
  -8.8888889e+00   5.9122985e-01
  -7.2727273e+00   7.1318939e-01
  -5.6565657e+00   7.5114325e-01
  -4.0404040e+00   7.5617357e-01
  -2.4242424e+00   7.9210893e-01
  -8.0808081e-01   7.4000018e-01
   8.0808081e-01   6.5224983e-01
   2.4242424e+00   8.5062761e-01
   4.0404040e+00   7.3783184e-01
   5.6565657e+00   9.5825549e-01
   7.2727273e+00   8.2954719e-01
   8.8888889e+00   9.5907130e-01
   1.0505051e+01   1.0567134e+00
   1.2121212e+01   8.6092832e-01
   1.3737374e+01   8.4439968e-01
   1.5353535e+01   1.0246524e+00
   1.6969697e+01   9.5331581e-01
   1.8585859e+01   9.3279169e-01
   2.0202020e+01   9.5006637e-01
   2.1818182e+01   8.6811571e-01
   2.3434343e+01   1.0526141e+00
   2.5050505e+01   9.0673694e-01
   2.6666667e+01   1.0683597e+00
   2.8282828e+01   9.1292271e-01
   2.9898990e+01   1.1109224e+00
   3.1515152e+01   9.9847379e-01
   3.3131313e+01   6.6159146e-01
   3.4747475e+01   9.5640373e-01
   3.6363636e+01   1.1031888e+00
   3.7979798e+01   9.4758723e-01
   3.9595960e+01   9.1646785e-01
   4.1212121e+01   1.0282705e+00
   4.2828283e+01   1.1314584e+00
   4.4444444e+01   1.0607568e+00
   4.6060606e+01   9.9924832e-01
   4.7676768e+01   1.0406620e+00
   4.9292929e+01   1.0420719e+00
   5.0909091e+01   9.7321241e-01
   5.2525253e+01   1.0318763e+00
   5.4141414e+01   9.9162255e-01
   5.5757576e+01   1.0637816e+00
   5.7373737e+01   1.0563905e+00
   5.8989899e+01   8.5210806e-01
   6.0606061e+01   9.4069157e-01
   6.2222222e+01   8.7280374e-01
   6.3838384e+01   1.0058828e+00
   6.5454545e+01   7.6888272e-01
   6.7070707e+01   9.8519137e-01
   6.8686869e+01   1.1031172e+00
   7.0303030e+01   1.0412062e+00
   7.1919192e+01   1.1389761e+00
   7.3535354e+01   9.9658433e-01
   7.5151515e+01   9.4446569e-01
   7.6767677e+01   8.1494773e-01
   7.8383838e+01   1.2621379e+00
   8.0000000e+01   1.0278064e+00
